"Cluster","Volume","Type","StartTime","EndTime","BackupSize"
"loncdcnasmcp01","/loncdcmcp1svm5/gm_prd_data1p4_1","Incr","Thu Apr 28 21:31:29 BST 2022","Thu Apr 28 21:46:53 BST 2022","51658 MB, 933 secs, 55 MBps"
"loncdcnasmcp01","/loncdcmcp1svm5/gm_prd_data4p4","Incr","Thu Apr 28 22:00:43 BST 2022","Thu Apr 28 23:38:56 BST 2022","244306 MB, 5893 secs, 41 MBps"
"loncdcnasmcp01","/loncdcmcp1svm6/loncdcmcp1svm6_data_10_secops","Incr","Thu Apr 28 19:00:46 BST 2022","Thu Apr 28 20:09:51 BST 2022","164487 MB, 4145 secs, 39 MBps"
"loncdcnasmcp01","/loncdcmcp1svm4/gm_prd_data12p6","Incr","Thu Apr 28 19:01:09 BST 2022","Thu Apr 28 02:20:52 BST 2022","2205201 MB, 26350 secs, 83 MBps"
"loncdcnasmcp01","/loncdcmcp1svm4/gm_prd_data11p6","Incr","Thu Apr 28 19:01:14 BST 2022","Thu Apr 28 19:39:30 BST 2022","83414 MB, 2296 secs, 36 MBps"
"loncdcnasmcp01","/loncdcmcp1svm1/loncdcmcp1svm1_fabric_001_nfs","Incr","Thu Apr 28 19:30:49 BST 2022","Thu Apr 28 19:39:30 BST 2022","83414 MB, 2296 secs, 36 MBps"
"loncdcnasmcp01","/loncdcmcp1svm7/eqged_prd_data2","Incr","Thu Apr 28 20:31:11 BST 2022","Thu Apr 28 20:31:37 BST 2022","66 MB, 26 secs, 2 MBps"
"loncdcnasmcp01","/loncdcmcp1svm6/loncdcmcp1svm6_data_07","Incr","Thu Apr 28 21:01:04 BST 2022","Thu Apr 28 21:01:04 BST 2022","0 MB, 0 secs, 0 MBps"
"loncdcnasmcp01","/loncdcmcp1svm6/loncdcmcp1svm6_data_05","Incr","Thu Apr 28 21:01:06 BST 2022","Thu Apr 28 21:01:06 BST 2022","0 MB, 0 secs, 0 MBps"
"loncdcnasmcp01","/loncdcmcp1svm3/loncdcmcp1svm3_data_01","Incr","Thu Apr 28 21:01:32 BST 2022","Thu Apr 28 01:31:39 BST 2022","830437 MB, 16188 secs, 51 MBps"
"loncdcnasmcp01","/loncdcmcp1svm4/longmdnfsv11","Incr","Thu Apr 28 21:31:01 BST 2022","Thu Apr 28 21:46:05 BST 2022","12419 MB, 904 secs, 13 MBps"
"loncdcnasmcp01","/loncdcmcp1svm4/gm_prd_data1p4","Incr","Thu Apr 28 21:31:22 BST 2022","Thu Apr 28 21:33:30 BST 2022","3715 MB, 127 secs, 29 MBps"
"loncdcnasmcp01","/loncdcmcp1svm4/gm_prd_data8p3","Incr","Thu Apr 28 21:31:22 BST 2022","Thu Apr 28 22:04:40 BST 2022","86344 MB, 1997 secs, 43 MBps"
"loncdcnasmcp01","/loncdcmcp1svm4/gm_prd_data7p3","Incr","Thu Apr 28 23:30:43 BST 2022","Thu Apr 28 23:34:41 BST 2022","8132 MB, 238 secs, 34 MBps"
"loncdcnasmcp01","/loncdcmcp1svm4/gm_prd_data10p6","Incr","Fri Apr 29 00:00:51 BST 2022","Thu Apr 28 23:34:41 BST 2022","8132 MB, 238 secs, 34 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/gm_prd_data16p6","Incr","Thu Apr 28 01:00:51 BST 2022","Thu Apr 28 23:34:41 BST 2022","8132 MB, 238 secs, 34 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/gm_prd_data3p4","Incr","Thu Apr 28 05:01:16 BST 2022","Thu Apr 28 23:34:41 BST 2022","8132 MB, 238 secs, 34 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm4/gm_prd_data4p3","Incr","Thu Apr 28 19:01:30 BST 2022","Thu Apr 28 23:34:41 BST 2022","8132 MB, 238 secs, 34 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/gm_prd_data7p5","Incr","Thu Apr 28 19:01:50 BST 2022","Thu Apr 28 23:34:41 BST 2022","8132 MB, 238 secs, 34 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/gm_prd_app3p3dg","Incr","Thu Apr 28 20:00:52 BST 2022","Thu Apr 28 20:00:53 BST 2022","0 MB, 0 secs, 0 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm3/lonwdcmcp1svm3_data_02","Incr","Thu Apr 28 21:31:26 BST 2022","Thu Apr 28 20:00:53 BST 2022","0 MB, 0 secs, 0 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm3/lonwdcmcp1svm3_data_01","Incr","Thu Apr 28 21:32:06 BST 2022","Thu Apr 28 20:00:53 BST 2022","0 MB, 0 secs, 0 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm3/lonwdcmcp1svm3_data_03","Incr","Thu Apr 28 22:01:19 BST 2022","Thu Apr 28 20:00:53 BST 2022","0 MB, 0 secs, 0 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/export","Incr","Thu Apr 28 22:31:03 BST 2022","Thu Apr 28 22:31:03 BST 2022","0 MB, 0 secs, 0 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/longmdnfsv8_home","Incr","Thu Apr 28 23:01:00 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/gm_prd_data1p6","Incr","Fri Apr 29 00:01:11 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm4/gm_prd_data5p6","Incr","Thu Apr 28 02:00:44 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm4/gm_prd_data2p6","Incr","Thu Apr 28 03:00:53 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm4/gm_prd_data4p6","Incr","Thu Apr 28 04:00:44 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm5/lonwdcmcp1svm5_fabric_003_nfs","Incr","Thu Apr 28 19:30:58 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm4/gm_prd_data3p3","Incr","Thu Apr 28 21:01:07 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm4/gm_prd_app3p3","Incr","Thu Apr 28 21:01:29 BST 2022","Thu Apr 28 23:01:49 BST 2022","1545 MB, 48 secs, 32 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm5/lonwdcmcp1svm5_data_01","Incr","Thu Apr 28 22:01:05 BST 2022","Thu Apr 28 22:01:06 BST 2022","0 MB, 0 secs, 0 MBps"
"lonwdcnasmcp01","/lonwdcmcp1svm1/gm_prd_data2p3","Incr","Thu Apr 28 23:30:55 BST 2022","Thu Apr 28 23:32:42 BST 2022","14299 MB, 106 secs, 134 MBps"
"fradcbnasmcp01","/fradcbmcp1svm2/fradcbmcp1svm2_data_001_nfs","Incr","Thu Apr 28 03:00:54 CEST 202","Thu Apr 28 03:00:54 CEST 202","0 MB, 0 secs, 0 MBps"
"fradcbnasmcp01","/fradcbmcp1svm3/fradcbmcp1svm3_data_02","Incr","Thu Apr 28 18:01:28 CEST 202","Thu Apr 28 18:16:19 CEST 202","53764 MB, 891 secs, 60 MBps"
"fradcbnasmcp01","/fradcbmcp1svm1/fragfsp1data13","Incr","Thu Apr 28 19:31:04 CEST 202","Thu Apr 28 19:41:28 CEST 202","28741 MB, 623 secs, 46 MBps"
"fradcbnasmcp01","/fradcbmcp1svm4/fradcbmcp1svm4_data_002_smb","Incr","Thu Apr 28 20:00:59 CEST 202","Thu Apr 28 22:32:24 CEST 202","2136131 MB, 9084 secs, 235 MBps"
"fradcbnasmcp01","/fradcbmcp1svm2/fradcbmcp1svm2_data_002_nfs","Incr","Thu Apr 28 20:01:01 CEST 202","Thu Apr 28 20:15:27 CEST 202","164398 MB, 866 secs, 189 MBps"
"fradcbnasmcp01","/fradcbmcp1svm4/fragfsp1data11","Incr","Thu Apr 28 21:01:10 CEST 202","Thu Apr 28 21:31:57 CEST 202","332549 MB, 1847 secs, 180 MBps"
"fradcbnasmcp01","/fradcbmcp1svm3/fradcbmcp1svm3_data_04","Full","Thu Apr 28 21:01:24 CEST 202","Thu Apr 28 06:57:17 CEST 202","2671459 MB, 35739 secs, 74 MBps"
"fradcbnasmcp01","/fradcbmcp1svm2/fradcbmcp1svm2_fabric_001_nfs","Full","Thu Apr 28 21:01:25 CEST 202","Thu Apr 28 21:01:30 CEST 202","742 MB, 5 secs, 148 MBps"
"fradcbnasmcp01","/fradcbmcp1svm3/fradcbmcp1svm3_data_01","Incr","Thu Apr 28 21:01:52 CEST 202","Thu Apr 28 21:01:54 CEST 202","219 MB, 2 secs, 109 MBps"
"fradcbnasmcp01","/fradcbmcp1svm3/fradcbmcp1svm3_data_03","Incr","Thu Apr 28 22:31:00 CEST 202","Thu Apr 28 22:31:00 CEST 202","0 MB, 0 secs, 0 MBps"
"fradcbnasmcp01","/fradcbmcp1svm3/fradcbmcp1svm3_data_07_secops","Incr","Thu Apr 28 19:31:00 CEST 202","Thu Apr 28 19:31:00 CEST 202","0 MB, 0 secs, 0 MBps"
"fradcbnasmcp01","/fradcbmcp1svm3/fradcbmcp1svm3_data_05","Incr","Thu Apr 28 20:30:59 CEST 202","Thu Apr 28 20:31:07 CEST 202","2169 MB, 7 secs, 309 MBps"
"fradcbnasmcp01","/fradcbmcp1svm3/fradcbmcp1svm3_data_06_secops","Incr","Thu Apr 28 22:00:59 CEST 202","Thu Apr 28 22:10:48 CEST 202","67038 MB, 589 secs, 113 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/vol_cifs","Incr","Thu Apr 28 01:01:04 CEST 202","Thu Apr 28 01:01:11 CEST 202","649 MB, 6 secs, 108 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/fradcnmcp1svm3_data_08","Incr","Thu Apr 28 02:01:07 CEST 202","Thu Apr 28 02:01:50 CEST 202","3990 MB, 42 secs, 95 MBps"
"fradcnnasmcp01","/fradcnmcp1svm1/fragfsp1data14","Incr","Thu Apr 28 02:01:22 CEST 202","Thu Apr 28 02:11:27 CEST 202","137518 MB, 604 secs, 227 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/fradcnmcp1svm3_data_07","Incr","Thu Apr 28 02:01:22 CEST 202","Thu Apr 28 02:02:19 CEST 202","5329 MB, 56 secs, 95 MBps"
"fradcnnasmcp01","/fradcnmcp1svm1/fragfsp1data10","Incr","Thu Apr 28 02:01:44 CEST 202","Thu Apr 28 02:16:23 CEST 202","150517 MB, 878 secs, 171 MBps"
"fradcnnasmcp01","/fradcnmcp1svm1/fragfsp1home10","Incr","Thu Apr 28 03:00:58 CEST 202","Thu Apr 28 03:02:17 CEST 202","9396 MB, 78 secs, 120 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/fradcnmcp1svm3_data_03","Incr","Thu Apr 28 18:01:05 CEST 202","Thu Apr 28 18:01:27 CEST 202","60 MB, 21 secs, 2 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/fradcnmcp1svm3_data_04","Incr","Thu Apr 28 19:01:04 CEST 202","Thu Apr 28 19:07:02 CEST 202","92356 MB, 358 secs, 257 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/fradcnmcp1svm3_data_06","Incr","Thu Apr 28 19:31:02 CEST 202","Thu Apr 28 19:34:28 CEST 202","42651 MB, 206 secs, 207 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/fradcnmcp1svm3_data_01","Incr","Thu Apr 28 15:23:57 CEST 202","Thu Apr 28 15:35:11 CEST 202","77144 MB, 674 secs, 114 MBps"
"fradcnnasmcp01","/fradcnmcp1svm3/fradcnmcp1svm3_data_02","Incr","Thu Apr 28 19:01:04 CEST 202","Thu Apr 28 19:15:54 CEST 202","172432 MB, 889 secs, 193 MBps"
"fradcnnasmcp01","/fradcnmcp1svm4/fragfsp1data12","Incr","Thu Apr 28 19:31:04 CEST 202","Thu Apr 28 19:33:39 CEST 202","32212 MB, 154 secs, 209 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm4/prod_dbarrt_appsx","Incr","Thu Apr 28 02:01:14 +08 2022","Thu Apr 28 02:01:19 +08 2022","13 MB, 5 secs, 2 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/prod_pub","Incr","Thu Apr 28 02:01:14 +08 2022","Thu Apr 28 02:01:16 +08 2022","0 MB, 1 secs, 0 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/prod_ingest01","Incr","Thu Apr 28 02:01:14 +08 2022","Thu Apr 28 02:01:18 +08 2022","399 MB, 4 secs, 99 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/prod_fssw","Incr","Thu Apr 28 02:01:15 +08 2022","Thu Apr 28 02:01:16 +08 2022","0 MB, 1 secs, 0 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/prod_mobileapp","Incr","Thu Apr 28 02:01:15 +08 2022","Thu Apr 28 02:01:16 +08 2022","0 MB, 1 secs, 0 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm4/prod_P8data04","Incr","Thu Apr 28 06:00:53 +08 2022","Thu Apr 28 06:00:59 +08 2022","14 MB, 5 secs, 2 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/prod_P8data01","Incr","Thu Apr 28 06:01:14 +08 2022","Thu Apr 28 06:01:15 +08 2022","3 MB, 0 secs, 0 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/prod_P8data02","Incr","Thu Apr 28 06:01:14 +08 2022","Thu Apr 28 06:01:15 +08 2022","110 MB, 1 secs, 110 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm4/prod_P8data03","Incr","Thu Apr 28 06:01:14 +08 2022","Thu Apr 28 06:01:23 +08 2022","28 MB, 9 secs, 3 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm4/sgnfshomep1","Incr","Thu Apr 28 09:01:17 +08 2022","Thu Apr 28 09:01:17 +08 2022","0 MB, 0 secs, 0 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/tsmbackup01","Incr","Thu Apr 28 09:01:17 +08 2022","Thu Apr 28 09:03:51 +08 2022","46961 MB, 154 secs, 304 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm4/prod_pub","Incr","Thu Apr 28 09:01:17 +08 2022","Thu Apr 28 09:01:17 +08 2022","0 MB, 0 secs, 0 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm4/prod_shared","Incr","Thu Apr 28 09:01:17 +08 2022","Thu Apr 28 09:01:34 +08 2022","45 MB, 16 secs, 2 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm1/riskengineprod","Incr","Thu Apr 28 09:01:20 +08 2022","Thu Apr 28 09:10:51 +08 2022","127174 MB, 571 secs, 222 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm3/sinkdcmcp1svm3_data_03_secops","Incr","Thu Apr 28 21:00:56 +08 2022","Thu Apr 28 21:03:12 +08 2022","32194 MB, 135 secs, 238 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm3/sinkdcmcp1svm3_data_01","Incr","Thu Apr 28 23:00:55 +08 2022","Thu Apr 28 23:06:22 +08 2022","26461 MB, 327 secs, 80 MBps"
"sinkdcnasmcp01","/sinkdcmcp1svm3/sinkdcmcp1svm3_data_02","Incr","Thu Apr 28 23:01:20 +08 2022","Thu Apr 28 23:02:01 +08 2022","3691 MB, 40 secs, 92 MBps"
"sindsjnasmcp01","/sindsjmcp1svm1/prod_apps_home","Incr","Thu Apr 28 20:00:46 +08 2022","Thu Apr 28 20:01:00 +08 2022","2697 MB, 13 secs, 207 MBps"
"sindsjnasmcp01","/sindsjmcp1svm3/sindsjmcp1svm3_data_02_SMB","Incr","Thu Apr 28 20:01:06 +08 2022","Thu Apr 28 20:01:18 +08 2022","2244 MB, 12 secs, 187 MBps"
"sindsjnasmcp01","/sindsjmcp1svm3/sindsjmcp1svm3_data_01","Incr","Thu Apr 28 20:45:40 +08 2022","Thu Apr 28 21:47:14 +08 2022","1175794 MB, 3693 secs, 318 MBps"
"sindsjnasmcp01","/sindsjmcp1svm4/prod_arscache","Incr","Thu Apr 28 02:01:06 +08 2022","Thu Apr 28 02:01:06 +08 2022","21 MB, 0 secs, 0 MBps"
"sindsjnasmcp01","/sindsjmcp1svm4/prod_ecinvest_home","Incr","Thu Apr 28 03:00:41 +08 2022","Thu Apr 28 03:00:41 +08 2022","0 MB, 0 secs, 0 MBps"
"sindsjnasmcp01","/sindsjmcp1svm4/prod_Bladelogic","Incr","Thu Apr 28 04:00:38 +08 2022","Thu Apr 28 04:00:38 +08 2022","0 MB, 0 secs, 0 MBps"
"sindsjnasmcp01","/sindsjmcp1svm4/prod_data","Incr","Thu Apr 28 05:00:37 +08 2022","Thu Apr 28 05:00:37 +08 2022","1 MB, 0 secs, 0 MBps"
"sindsjnasmcp01","/sindsjmcp1svm4/prod_ciso_aegis","Incr","Thu Apr 28 06:00:38 +08 2022","Thu Apr 28 06:00:39 +08 2022","26 MB, 1 secs, 26 MBps"
"sindsjnasmcp01","/sindsjmcp1svm3/sindsjmcp1svm3_data_001_nfs","Incr","Thu Apr 28 20:00:47 +08 2022","Thu Apr 28 20:00:48 +08 2022","0 MB, 0 secs, 0 MBps"
"sindsjnasmcp01","/sindsjmcp1svm1/prod_dbarrt_home","Incr","Thu Apr 28 21:00:40 +08 2022","Thu Apr 28 21:01:49 +08 2022","5418 MB, 69 secs, 78 MBps"
"sindsjnasmcp01","/sindsjmcp1svm1/prod_dbarrt_apps","Incr","Thu Apr 28 22:00:40 +08 2022","Thu Apr 28 22:13:42 +08 2022","160592 MB, 782 secs, 205 MBps"
"sindsjnasmcp01","/sindsjmcp1svm1/prod_apps_dbfeeds","Incr","Thu Apr 28 23:00:39 +08 2022","Thu Apr 28 23:01:29 +08 2022","740 MB, 49 secs, 15 MBps"
"sindsjnasmcp01","/sindsjmcp1svm4/prod_apps_misc","Incr","Fri Apr 29 00:01:40 +08 2022","Fri Apr 29 00:03:07 +08 2022","26432 MB, 86 secs, 307 MBps"
